case_id,canonical_selection_index,release_relative_path,private_reference_filename,historical_private_filename,match_status,identity_status,dataset_repository,dataset_revision,split,streaming,shuffle_seed,shuffle_buffer_size,minimum_resolution,selected_stream_index,source_path_or_key,imagenet_label,source_width,source_height,pre_transform_width,pre_transform_height,post_exif_width,post_exif_height,post_transform_width,post_transform_height,source_exif_orientation,applied_exif_transform,applied_resize,resize_resampling,resize_dimension_rounding,max_side,pre_normalization_png_size_bytes,png_size_trigger_bytes,png_compress_level,png_optimize,icc_profile_preserved,source_file_sha256,source_decoded_rgb_sha256,reconstructed_decoded_rgb_sha256,archived_decoded_rgb_sha256,private_file_sha256,post_preprocessing_match_status,datasets_version,pillow_version,python_version,hash_algorithm
1,1,data/raw_images/normal/1.png,1.png,1.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,1,n02105162_3689_n02105162.JPEG,225,500,333,500,333,500,333,500,333,,false,false,,,,389990,3145728,6,false,false,90f83d90b0f0ad2c3d3aad6199d4a9258602da8097743ca598b246e1a793b388,f748f91199c31885e836453be0ed93336f5f0a6237736d360aa77750caf84fac,f748f91199c31885e836453be0ed93336f5f0a6237736d360aa77750caf84fac,f748f91199c31885e836453be0ed93336f5f0a6237736d360aa77750caf84fac,36a204c2b79fd2c93be4863ba205d79b2fa4c032f3bf9f3330bb7edfce8e4e87,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
257,257,data/raw_images/normal/257.png,256.png,256.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,286,n04532106_18743_n04532106.JPEG,887,375,500,375,500,375,500,375,500,,false,false,,,,352502,3145728,6,false,false,b1a96544675563570ed972aeb2664dec68baeff53cac1df8849be59be5c19813,fa63983c2e6055030ddf5790f77e902ff7fea35571ba962771c9e773405eabdf,fa63983c2e6055030ddf5790f77e902ff7fea35571ba962771c9e773405eabdf,fa63983c2e6055030ddf5790f77e902ff7fea35571ba962771c9e773405eabdf,066a619a13bb7902b16091a9e81fd84e3de4b9154b1b32c2fc5d493e9df4b301,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
258,258,data/raw_images/normal/258.png,257.png,257.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,287,n03249569_65616_n03249569.JPEG,541,500,484,500,484,500,484,500,484,,false,false,,,,220280,3145728,6,false,false,4026cdb02deb330638432655f35b40f9eda87108a635d1582156eec3bf4ad07d,2352cba5cead79524d6f829f2f0171e4ac403b477f794122be3a4a9dea95f8a6,2352cba5cead79524d6f829f2f0171e4ac403b477f794122be3a4a9dea95f8a6,2352cba5cead79524d6f829f2f0171e4ac403b477f794122be3a4a9dea95f8a6,560d2ff941b6c25d89ec2f174cc684bf7e373138fde41e7fd3ba0f9c34ba3ffd,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
259,259,data/raw_images/normal/259.png,258.png,258.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,289,n03188531_11537_n03188531.JPEG,529,336,500,336,500,336,500,336,500,,false,false,,,,285111,3145728,6,false,false,b1808ad4570d8bbc513af67ff4a1ce457e2c4ca49a8490df5984b4e820a1286b,711f13b7779d805403978e1cbd4cf13b76cfe5299b360dded721f5a6221ddda6,711f13b7779d805403978e1cbd4cf13b76cfe5299b360dded721f5a6221ddda6,711f13b7779d805403978e1cbd4cf13b76cfe5299b360dded721f5a6221ddda6,3dd144fec69dd73068d81d617f284d372f9656e61fc0a76f78d432670d003f7a,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
260,260,data/raw_images/normal/260.png,259.png,259.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,290,n02107908_12147_n02107908.JPEG,240,500,375,500,375,500,375,500,375,,false,false,,,,443580,3145728,6,false,false,5ee9bff41e33d616f238d11a44b1814c541bf43c328c3d76c22c76e986ef45c8,c217955123843328ceb1e2ed6188f902bd7c63408e0f28a582510ad0b179983b,c217955123843328ceb1e2ed6188f902bd7c63408e0f28a582510ad0b179983b,c217955123843328ceb1e2ed6188f902bd7c63408e0f28a582510ad0b179983b,4d9d0d7c4aaef8fd4204e80137b54dad4d93f26f8b9611102935a7033a362ae5,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
261,261,data/raw_images/normal/261.png,260.png,260.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,291,n03271574_14875_n03271574.JPEG,545,500,480,500,480,500,480,500,480,,false,false,,,,488859,3145728,6,false,false,f9c3b0f6a621fa7c3540e271857c4588e2baa0dce050db39427f4479a7bb46af,df58891dfe3be136da565d2cb26d07f19cf7f0e4144866c0f6b089258c38c65c,df58891dfe3be136da565d2cb26d07f19cf7f0e4144866c0f6b089258c38c65c,df58891dfe3be136da565d2cb26d07f19cf7f0e4144866c0f6b089258c38c65c,3e2a1f67d89a99534835897aaa93b5e8ead68abb1cd56ae31bacd92a15a83b0d,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
262,262,data/raw_images/normal/262.png,261.png,261.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,292,n04606251_8962_n04606251.JPEG,913,500,375,500,375,500,375,500,375,,false,false,,,,313508,3145728,6,false,false,30097676b2f152cd9316b3cd99ef8992e76c62cc7c5b878c9c3d4bc1727c822c,012ef6d36c5ee124f5107aecbdd3c57d5b5ba3bdcf3c5595e3d4614789fc6f72,012ef6d36c5ee124f5107aecbdd3c57d5b5ba3bdcf3c5595e3d4614789fc6f72,012ef6d36c5ee124f5107aecbdd3c57d5b5ba3bdcf3c5595e3d4614789fc6f72,9f07dc7c12a179cedb2b34461151dd8dcd528f1f5bcdd619641de0f32301e942,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
263,263,data/raw_images/normal/263.png,262.png,262.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,293,n03785016_2025_n03785016.JPEG,665,500,333,500,333,500,333,500,333,,false,false,,,,340278,3145728,6,false,true,f4afca1e2c3f2c656396ed64d0598821e3a176ce3ce72739128bbb7cb16bd0f7,3701188592d27e8cab111f38316bd58ced218ff00a1c1268906b4bf84a458500,3701188592d27e8cab111f38316bd58ced218ff00a1c1268906b4bf84a458500,3701188592d27e8cab111f38316bd58ced218ff00a1c1268906b4bf84a458500,e01ab65100d2457b869ccde04ae99a7f8c8070d301d8288b831e8b029b317ae7,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
264,264,data/raw_images/normal/264.png,263.png,263.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,294,n02099429_5040_n02099429.JPEG,206,282,500,282,500,282,500,282,500,,false,false,,,,259726,3145728,6,false,false,95545973f17052f66f7b784682229f938ed76af91fbae01983eeb2624e4b898c,d7cabf513856a6042cd01a5e4dff73e385b80314cf97aa5f85d13dea03f98000,d7cabf513856a6042cd01a5e4dff73e385b80314cf97aa5f85d13dea03f98000,d7cabf513856a6042cd01a5e4dff73e385b80314cf97aa5f85d13dea03f98000,5cecaf18953b377149cd870065ebdc52c182dd0631f222b147e16bfd03cc5c5f,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
265,265,data/raw_images/normal/265.png,264.png,264.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,296,n07590611_17087_n07590611.JPEG,926,375,500,375,500,375,500,375,500,,false,false,,,,311518,3145728,6,false,true,ed3a53f2966e5c7a476541c75c2ddf91e6d12bdfd7850fc4e9b233ea5ac62815,ca284c64c852c659433207b381513cdc63eda21396057e9c701e084f46084c1e,ca284c64c852c659433207b381513cdc63eda21396057e9c701e084f46084c1e,ca284c64c852c659433207b381513cdc63eda21396057e9c701e084f46084c1e,6e5f2a007be5362a379ce72d33ad9a145849ef2f601c01ad472a6611dc0d9dcb,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
266,266,data/raw_images/normal/266.png,265.png,265.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,297,n01986214_2473_n01986214.JPEG,125,500,482,500,482,500,482,500,482,,false,false,,,,424049,3145728,6,false,true,52584bff36ddd6220b8d091d40596c291d4f47e2d6e3a87ef2bc35f7e3b6118f,5d37da48c501c0d3626c91a79c4087e80fe832724a3bc6342b68741535e33990,5d37da48c501c0d3626c91a79c4087e80fe832724a3bc6342b68741535e33990,5d37da48c501c0d3626c91a79c4087e80fe832724a3bc6342b68741535e33990,1baacad9746e466c6d4c825886fc9c2c0baf2c33ae459e43cfa354aae731db1d,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
267,267,data/raw_images/normal/267.png,266.png,266.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,298,n03814906_3857_n03814906.JPEG,679,500,437,500,437,500,437,500,437,,false,false,,,,449318,3145728,6,false,true,5d44395c0067b34482a838642a8fc563fcfd096db7354d27604ddfb371973770,d64c9b0f3ca45cfbf9139e4db297c4c72a4c0c8341d553e98bc3c18d08dcdc29,d64c9b0f3ca45cfbf9139e4db297c4c72a4c0c8341d553e98bc3c18d08dcdc29,d64c9b0f3ca45cfbf9139e4db297c4c72a4c0c8341d553e98bc3c18d08dcdc29,b5b133de9302b31736d7822f8d591e4810263363aa259cb718acb5737e8501d3,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
268,268,data/raw_images/normal/268.png,267.png,267.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,300,n02107683_4979_n02107683.JPEG,239,334,500,334,500,334,500,334,500,,false,false,,,,271684,3145728,6,false,true,8fb8bf9ee060daaeba69581a791e0f109c390f24dbdcda7e06cd39c3c5d0632b,571d9070bbda2e259618b3244ca6f0e5421b900b598846989021b66e4509a640,571d9070bbda2e259618b3244ca6f0e5421b900b598846989021b66e4509a640,571d9070bbda2e259618b3244ca6f0e5421b900b598846989021b66e4509a640,4ed3bd279c2844620560ede318e18f169c84d023b0af12f4a9c04e325388a1a5,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
269,269,data/raw_images/normal/269.png,268.png,268.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,301,n03445924_3267_n03445924.JPEG,575,500,375,500,375,500,375,500,375,,false,false,,,,365113,3145728,6,false,false,e21b9c67baa71e7c3c35b2ee2ae5c76884ef6ba10e957e504b72d73ee39c455a,1ec39b44f04cbe69e7fe4250d65dae90184fcfd7da4db1057278cc021dbbd9d4,1ec39b44f04cbe69e7fe4250d65dae90184fcfd7da4db1057278cc021dbbd9d4,1ec39b44f04cbe69e7fe4250d65dae90184fcfd7da4db1057278cc021dbbd9d4,43ad42e1154aef5c81f793acac93ec0bdb38d22c522f9ed96cf7fd9a81bb58e4,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
270,270,data/raw_images/normal/270.png,269.png,269.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,302,n01871265_3345_n01871265.JPEG,101,500,375,500,375,500,375,500,375,,false,false,,,,465836,3145728,6,false,false,20d3315452bb896b348711e9abbff0d8af460c7826bfbd6f63c4612c240cc66c,b5053d31b811e31284bfe6f04bd3a58d1e6a979ef2de85bfc89bf99f97dba19c,b5053d31b811e31284bfe6f04bd3a58d1e6a979ef2de85bfc89bf99f97dba19c,b5053d31b811e31284bfe6f04bd3a58d1e6a979ef2de85bfc89bf99f97dba19c,6d20ed99a03a0509459374bbf0a9c4c559df55c56e70384403062e6146a7dd16,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
271,271,data/raw_images/normal/271.png,270.png,270.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,303,n02966687_17738_n02966687.JPEG,477,667,1000,667,1000,667,1000,667,1000,1,false,false,,,,1025595,3145728,6,false,true,d2221a9d84ceef96b9c402ac81c7e157ec84aa1edc8ed47531f0ceca90d65678,fb383c7b00d1901d6e0afea3a54d3ad035b0d25c610d92ea3734a73623b0539c,fb383c7b00d1901d6e0afea3a54d3ad035b0d25c610d92ea3734a73623b0539c,fb383c7b00d1901d6e0afea3a54d3ad035b0d25c610d92ea3734a73623b0539c,b1f9d5d96d6caa65040736bb1b4b55607c714737a7e21f43a67c94afd2fae498,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
272,272,data/raw_images/normal/272.png,271.png,271.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,304,n03933933_8933_n03933933.JPEG,718,500,333,500,333,500,333,500,333,,false,false,,,,326600,3145728,6,false,true,fde649dd38d01fef54b48242ebf69d81eb6b469904bf091bd2da2201878caab1,2cafa481264e27fc652da1423ca9a82228c74465e5cd8fa013601eada35519a2,2cafa481264e27fc652da1423ca9a82228c74465e5cd8fa013601eada35519a2,2cafa481264e27fc652da1423ca9a82228c74465e5cd8fa013601eada35519a2,a456d40964dc9338e007ca7d576f079ee78cafa94f0424e07a1ac1a33b2dcb93,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
273,273,data/raw_images/normal/273.png,272.png,272.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,305,n03742115_8541_n03742115.JPEG,648,357,500,357,500,357,500,357,500,,false,false,,,,256336,3145728,6,false,true,17cd1117c94be2346ff70762cb22c2ae7659cefefeb51b69d8e831a5aa637e17,a7ac814d2e8a713edd36609eabd569fac44fa5caff93ae23e3010fcb0be05266,a7ac814d2e8a713edd36609eabd569fac44fa5caff93ae23e3010fcb0be05266,a7ac814d2e8a713edd36609eabd569fac44fa5caff93ae23e3010fcb0be05266,b31ae5a5ef9d975dfe4d113a2ade12e0dadb2e02af79ce2c8076cccb553ac9eb,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
274,274,data/raw_images/normal/274.png,273.png,273.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,306,n03637318_39845_n03637318.JPEG,619,720,960,720,960,720,960,720,960,,false,false,,,,749232,3145728,6,false,false,73b50aefdb3e0fa7f62ba5dc5b4515516dd7d4e1948cce2a32e1a4694c19e502,ec09f146ea03587930dc753ccaf8cfe69e0ea8ff1482eb92aa0dd7180f07491d,ec09f146ea03587930dc753ccaf8cfe69e0ea8ff1482eb92aa0dd7180f07491d,ec09f146ea03587930dc753ccaf8cfe69e0ea8ff1482eb92aa0dd7180f07491d,e5bdbce03944d4fb15ef2e2f10fda3307469e41cc6daa33b6cd412a9b27ffeeb,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
275,275,data/raw_images/normal/275.png,274.png,274.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,307,n02229544_941_n02229544.JPEG,312,640,640,640,640,640,640,640,640,,false,false,,,,697121,3145728,6,false,false,fdba969d073b93e6357dc87eadeec56a9c66fcf1d40bf960e0000079f6fa4206,3bceb4ed6096dd52e1500074cb5f5747d4cf5a59c4f67c2e055a2127a72001d5,3bceb4ed6096dd52e1500074cb5f5747d4cf5a59c4f67c2e055a2127a72001d5,3bceb4ed6096dd52e1500074cb5f5747d4cf5a59c4f67c2e055a2127a72001d5,adc9fa332d37cebbede3f1344d039652eba0bca46ed6572dd1e4e530874bc7d1,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
276,276,data/raw_images/normal/276.png,275.png,275.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,308,n01484850_23269_n01484850.JPEG,2,500,333,500,333,500,333,500,333,,false,false,,,,247739,3145728,6,false,true,0095315c1a93ae201fd1bae7aed89dd06d0af1299c5eebfc31abd4c0ea3f78d4,52f36388e9b882714529dc7500989ea09696f53fe898ed0c68ded2ca94c50be2,52f36388e9b882714529dc7500989ea09696f53fe898ed0c68ded2ca94c50be2,52f36388e9b882714529dc7500989ea09696f53fe898ed0c68ded2ca94c50be2,a4f89b136114ac24dd62e77f64584c9351799538ec8a99e383562b212b3d0f64,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
277,277,data/raw_images/normal/277.png,276.png,276.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,309,n03532672_30956_n03532672.JPEG,600,335,500,335,500,335,500,335,500,,false,false,,,,228949,3145728,6,false,true,3b8787e2e59a1232fc89ce5cfc4fc409be9f4f55c802451751bfd658c853a0f4,48960ec858182bab7abad316da75cf7cb098d80002c6b6d1139ed638302b0c88,48960ec858182bab7abad316da75cf7cb098d80002c6b6d1139ed638302b0c88,48960ec858182bab7abad316da75cf7cb098d80002c6b6d1139ed638302b0c88,8799fc1493eade975882874690ac4b696c817196ebba64291bb9d781aff14dd9,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
278,278,data/raw_images/normal/278.png,277.png,277.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,310,n04552348_12810_n04552348.JPEG,895,500,375,500,375,500,375,500,375,,false,false,,,,342183,3145728,6,false,false,da777d4d4a94d72026608476edf15332fe2fad80604f7f9f93fc70a95175838e,3e6bdc72e522ede1bbdd75a672913d48d3ba1247346abe3a596f179b65d0f20e,3e6bdc72e522ede1bbdd75a672913d48d3ba1247346abe3a596f179b65d0f20e,3e6bdc72e522ede1bbdd75a672913d48d3ba1247346abe3a596f179b65d0f20e,99312c6f61d4b90ddc123563bafb18798cf87bd46d4ae81a8dcc9b34d58b0b9d,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
279,279,data/raw_images/normal/279.png,278.png,278.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,311,n02108089_18540_n02108089.JPEG,242,360,500,360,500,360,500,360,500,,false,false,,,,316814,3145728,6,false,true,5e9c7a2d8f07783fecdbeddcc09268cf2455dd712948c2116822b16658eab602,dee397a188f259b11b940a480d1bc1562e605fd2dbf70505f551c624bf02c6ba,dee397a188f259b11b940a480d1bc1562e605fd2dbf70505f551c624bf02c6ba,dee397a188f259b11b940a480d1bc1562e605fd2dbf70505f551c624bf02c6ba,7f4b313d0108ff0018a20fc5c038ab960efe4f26639eaa2294d64a5be58f4a18,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
280,280,data/raw_images/normal/280.png,279.png,279.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,312,n07697313_4998_n07697313.JPEG,933,500,333,500,333,500,333,500,333,,false,false,,,,271836,3145728,6,false,false,84bd5adcf893111d1f6d8a047dbc96e6ddb5ef21acd69c6902d9f9131947f84e,cc12ca4fad39e2c05cc9c574145e6b7e481142a0eda94428096c842e7e310240,cc12ca4fad39e2c05cc9c574145e6b7e481142a0eda94428096c842e7e310240,cc12ca4fad39e2c05cc9c574145e6b7e481142a0eda94428096c842e7e310240,09dff7d5de8dd6a1db30a388803d922ae58d082e133374253b492a56c7d0d268,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
281,281,data/raw_images/normal/281.png,280.png,280.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,313,n07614500_60012_n07614500.JPEG,928,330,500,330,500,330,500,330,500,,false,false,,,,266504,3145728,6,false,true,b2e7ff7bd08874c7434610071b0b0af5fa62ea5815052a6b4abf1b85eb2e7b73,62178abeefbf99c266600d8c408bc974e679ba6a888bdcb937b1c2c9ca846fb3,62178abeefbf99c266600d8c408bc974e679ba6a888bdcb937b1c2c9ca846fb3,62178abeefbf99c266600d8c408bc974e679ba6a888bdcb937b1c2c9ca846fb3,1984f5b31005d5f47cda7e72fee89f12767d1ff807ac81e347009d457682517b,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
282,282,data/raw_images/normal/282.png,281.png,281.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,314,n02088632_2841_n02088632.JPEG,164,820,615,820,615,820,615,820,615,1,false,false,,,,1148585,3145728,6,false,false,c384c7b252cb32463de93911c1d6c6f6b37b2150da9212d1e7ee531acb7453f6,3c3b9d9b07fe7ba4723bf8309c5b5330fcf91dd53581b74a5411167f06f72fa4,3c3b9d9b07fe7ba4723bf8309c5b5330fcf91dd53581b74a5411167f06f72fa4,3c3b9d9b07fe7ba4723bf8309c5b5330fcf91dd53581b74a5411167f06f72fa4,39c349fa96648309616e5a1887d5567a018d9d5e8aa6ec60c23ba5c78cb78174,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
283,283,data/raw_images/normal/283.png,282.png,282.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,315,n04136333_735_n04136333.JPEG,775,400,300,400,300,400,300,400,300,,false,false,,,,235246,3145728,6,false,false,6a2f29200d37ff2b09b3f97699e7ab5387e1559b8c7a700444cfa84b54bc9570,56c3ec225660bb2d725f14fd358c499f040438727a04c1698879f170dc686528,56c3ec225660bb2d725f14fd358c499f040438727a04c1698879f170dc686528,56c3ec225660bb2d725f14fd358c499f040438727a04c1698879f170dc686528,3509e61a66d90de49fdb7a2366fd7804a4dc9256204ebd73c2f9f60d47280a11,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
284,284,data/raw_images/normal/284.png,283.png,283.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,316,n06785654_1948_n06785654.JPEG,918,500,332,500,332,500,332,500,332,,false,false,,,,209601,3145728,6,false,false,2cc74a1ae0701cfe1a9b713ec07ebda1149343b893032078fc554abdcf080cc2,98554e6d5d018e8a47f78ae49988b3af67a689e0f89e44265134bc81bc3ec3d5,98554e6d5d018e8a47f78ae49988b3af67a689e0f89e44265134bc81bc3ec3d5,98554e6d5d018e8a47f78ae49988b3af67a689e0f89e44265134bc81bc3ec3d5,7918e58f330c8b07cc5a23fa7a12d1ec03af5cca2f0f5a9872d02c2fcdda85cd,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
285,285,data/raw_images/normal/285.png,284.png,284.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,317,n02092002_12152_n02092002.JPEG,177,372,500,372,500,372,500,372,500,,false,false,,,,248562,3145728,6,false,true,a7614081246a26d815202dccfe92fccdfee7f42dd7769fda288b11e84ac1be7d,99962331dcb3a6374ed9079418e4f61e366eb4c4b92c221d024029357563d69e,99962331dcb3a6374ed9079418e4f61e366eb4c4b92c221d024029357563d69e,99962331dcb3a6374ed9079418e4f61e366eb4c4b92c221d024029357563d69e,2ec7983717f236f77c8f98d3dc0eae5087f3003c79d42576f40c3730258c32d8,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
